system:index,count,label,.geo
-27065+8840,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.56451582347425,39.70553555808285],[-121.56002424705366,39.70553555808285],[-121.56002424705366,39.71002713450345],[-121.56451582347425,39.71002713450345],[-121.56451582347425,39.70553555808285]]]}"
-27065+8842,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.56451582347425,39.71451871092405],[-121.56002424705366,39.71451871092405],[-121.56002424705366,39.719010287344645],[-121.56451582347425,39.719010287344645],[-121.56451582347425,39.71451871092405]]]}"
-27065+8844,2,316,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.56002424705366,39.719010287344645],[-121.55553267063306,39.719010287344645],[-121.55553267063306,39.72350186376524],[-121.56002424705366,39.72350186376524],[-121.56002424705366,39.719010287344645]]],[[[-121.56451582347425,39.72350186376524],[-121.56002424705366,39.72350186376524],[-121.56002424705366,39.72799344018584],[-121.56451582347425,39.72799344018584],[-121.56451582347425,39.72350186376524]]]]}"
-27065+8865,2,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.56900739989484,39.81782496859779],[-121.56002424705366,39.81782496859779],[-121.56002424705366,39.82231654501839],[-121.56900739989484,39.82231654501839],[-121.56900739989484,39.81782496859779]]]}"
-27066+8847,3,315,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.56451582347425,39.72799344018584],[-121.56002424705366,39.72799344018584],[-121.56002424705366,39.73248501660644],[-121.56451582347425,39.73248501660644],[-121.56451582347425,39.72799344018584]]],[[[-121.56900739989484,39.73248501660644],[-121.56451582347425,39.73248501660644],[-121.56451582347425,39.741468169447636],[-121.56900739989484,39.741468169447636],[-121.56900739989484,39.73248501660644]]]]}"
-27066+8856,6,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.57799055273604,39.78189235723301],[-121.57799055273604,39.777400780812414],[-121.57349897631545,39.777400780812414],[-121.57349897631545,39.772909204391816],[-121.56002424705366,39.772909204391816],[-121.56002424705366,39.777400780812414],[-121.56451582347425,39.777400780812414],[-121.56451582347425,39.78189235723301],[-121.57799055273604,39.78189235723301]]]}"
-27067+8868,1,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.57349897631545,39.831299697859585],[-121.56900739989484,39.831299697859585],[-121.56900739989484,39.83579127428018],[-121.57349897631545,39.83579127428018],[-121.57349897631545,39.831299697859585]]]}"
-27067+8870,1,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.57349897631545,39.84028285070078],[-121.56900739989484,39.84028285070078],[-121.56900739989484,39.84477442712138],[-121.57349897631545,39.84477442712138],[-121.57349897631545,39.84028285070078]]]}"
-27068+8838,3,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.58697370557724,39.696552405241654],[-121.57349897631545,39.696552405241654],[-121.57349897631545,39.70104398166225],[-121.58697370557724,39.70104398166225],[-121.58697370557724,39.696552405241654]]]}"
-27068+8842,1,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.57799055273604,39.71451871092405],[-121.57349897631545,39.71451871092405],[-121.57349897631545,39.719010287344645],[-121.57799055273604,39.719010287344645],[-121.57799055273604,39.71451871092405]]]}"
-27068+8868,3,314,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.57799055273604,39.831299697859585],[-121.57349897631545,39.831299697859585],[-121.57349897631545,39.83579127428018],[-121.57799055273604,39.83579127428018],[-121.57799055273604,39.831299697859585]]],[[[-121.58697370557724,39.82680812143899],[-121.57799055273604,39.82680812143899],[-121.57799055273604,39.831299697859585],[-121.58697370557724,39.831299697859585],[-121.58697370557724,39.82680812143899]]]]}"
-27069+8835,4,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.59146528199784,39.687569252400465],[-121.59146528199784,39.68307767597987],[-121.58248212915665,39.68307767597987],[-121.58248212915665,39.67858609955927],[-121.57799055273604,39.67858609955927],[-121.57799055273604,39.687569252400465],[-121.59146528199784,39.687569252400465]]]}"
-27069+8836,1,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.58248212915665,39.687569252400465],[-121.57799055273604,39.687569252400465],[-121.57799055273604,39.692060828821056],[-121.58248212915665,39.692060828821056],[-121.58248212915665,39.687569252400465]]]}"
-27069+8837,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.58248212915665,39.692060828821056],[-121.57799055273604,39.692060828821056],[-121.57799055273604,39.696552405241654],[-121.58248212915665,39.696552405241654],[-121.58248212915665,39.692060828821056]]]}"
-27069+8839,1,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.58248212915665,39.70104398166225],[-121.57799055273604,39.70104398166225],[-121.57799055273604,39.70553555808285],[-121.58248212915665,39.70553555808285],[-121.58248212915665,39.70104398166225]]]}"
-27069+8859,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.58248212915665,39.79087551007421],[-121.57799055273604,39.79087551007421],[-121.57799055273604,39.79536708649481],[-121.58248212915665,39.79536708649481],[-121.58248212915665,39.79087551007421]]]}"
-27070+8834,1,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.58697370557724,39.67858609955927],[-121.58248212915665,39.67858609955927],[-121.58248212915665,39.68307767597987],[-121.58697370557724,39.68307767597987],[-121.58697370557724,39.67858609955927]]]}"
-27070+8840,6,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.58697370557724,39.71002713450345],[-121.58697370557724,39.70553555808285],[-121.60494001125963,39.70553555808285],[-121.60494001125963,39.70104398166225],[-121.58248212915665,39.70104398166225],[-121.58248212915665,39.71002713450345],[-121.58697370557724,39.71002713450345]]]}"
-27070+8845,5,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.58697370557724,39.73248501660644],[-121.58697370557724,39.72350186376524],[-121.59146528199784,39.72350186376524],[-121.59146528199784,39.719010287344645],[-121.58248212915665,39.719010287344645],[-121.58248212915665,39.72350186376524],[-121.57799055273604,39.72350186376524],[-121.57799055273604,39.72799344018584],[-121.58248212915665,39.72799344018584],[-121.58248212915665,39.73248501660644],[-121.58697370557724,39.73248501660644]]]}"
-27071+8832,2,320,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.59146528199784,39.66960294671807],[-121.58697370557724,39.66960294671807],[-121.58697370557724,39.67409452313867],[-121.59146528199784,39.67409452313867],[-121.59146528199784,39.66960294671807]]],[[[-121.59595685841843,39.665111370297474],[-121.59146528199784,39.665111370297474],[-121.59146528199784,39.66960294671807],[-121.59595685841843,39.66960294671807],[-121.59595685841843,39.665111370297474]]]]}"
-27071+8834,1,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.59146528199784,39.67858609955927],[-121.58697370557724,39.67858609955927],[-121.58697370557724,39.68307767597987],[-121.59146528199784,39.68307767597987],[-121.59146528199784,39.67858609955927]]]}"
-27071+8845,2,316,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.59146528199784,39.72799344018584],[-121.58697370557724,39.72799344018584],[-121.58697370557724,39.73248501660644],[-121.59146528199784,39.73248501660644],[-121.59146528199784,39.72799344018584]]],[[[-121.59595685841843,39.72350186376524],[-121.59146528199784,39.72350186376524],[-121.59146528199784,39.72799344018584],[-121.59595685841843,39.72799344018584],[-121.59595685841843,39.72350186376524]]]]}"
-27071+8862,3,315,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.59595685841843,39.804350239336],[-121.58697370557724,39.804350239336],[-121.58697370557724,39.808841815756594],[-121.59595685841843,39.808841815756594],[-121.59595685841843,39.804350239336]]],[[[-121.60044843483904,39.799858662915405],[-121.59595685841843,39.799858662915405],[-121.59595685841843,39.804350239336],[-121.60044843483904,39.804350239336],[-121.60044843483904,39.799858662915405]]]]}"
-27072+8834,5,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.59595685841843,39.68307767597987],[-121.59595685841843,39.67409452313867],[-121.60494001125963,39.67409452313867],[-121.60494001125963,39.66960294671807],[-121.59146528199784,39.66960294671807],[-121.59146528199784,39.68307767597987],[-121.59595685841843,39.68307767597987]]]}"
-27072+8835,1,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.59595685841843,39.68307767597987],[-121.59146528199784,39.68307767597987],[-121.59146528199784,39.687569252400465],[-121.59595685841843,39.687569252400465],[-121.59595685841843,39.68307767597987]]]}"
-27072+8838,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.59595685841843,39.696552405241654],[-121.59146528199784,39.696552405241654],[-121.59146528199784,39.70104398166225],[-121.59595685841843,39.70104398166225],[-121.59595685841843,39.696552405241654]]]}"
-27072+8840,1,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.59595685841843,39.70553555808285],[-121.59146528199784,39.70553555808285],[-121.59146528199784,39.71002713450345],[-121.59595685841843,39.71002713450345],[-121.59595685841843,39.70553555808285]]]}"
-27072+8866,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.59595685841843,39.82231654501839],[-121.59146528199784,39.82231654501839],[-121.59146528199784,39.82680812143899],[-121.59595685841843,39.82680812143899],[-121.59595685841843,39.82231654501839]]]}"
-27073+8831,5,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.60044843483904,39.66960294671807],[-121.60044843483904,39.65612821745628],[-121.59146528199784,39.65612821745628],[-121.59146528199784,39.665111370297474],[-121.59595685841843,39.665111370297474],[-121.59595685841843,39.66960294671807],[-121.60044843483904,39.66960294671807]]]}"
-27073+8833,1,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.60044843483904,39.67409452313867],[-121.59595685841843,39.67409452313867],[-121.59595685841843,39.67858609955927],[-121.60044843483904,39.67858609955927],[-121.60044843483904,39.67409452313867]]]}"
-27073+8834,2,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.60494001125963,39.67858609955927],[-121.59595685841843,39.67858609955927],[-121.59595685841843,39.68307767597987],[-121.60494001125963,39.68307767597987],[-121.60494001125963,39.67858609955927]]]}"
-27073+8836,2,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.60494001125963,39.687569252400465],[-121.59595685841843,39.687569252400465],[-121.59595685841843,39.692060828821056],[-121.60494001125963,39.692060828821056],[-121.60494001125963,39.687569252400465]]]}"
-27073+8840,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.60044843483904,39.70553555808285],[-121.59595685841843,39.70553555808285],[-121.59595685841843,39.71002713450345],[-121.60044843483904,39.71002713450345],[-121.60044843483904,39.70553555808285]]]}"
-27073+8842,1,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.60044843483904,39.71451871092405],[-121.59595685841843,39.71451871092405],[-121.59595685841843,39.719010287344645],[-121.60044843483904,39.719010287344645],[-121.60044843483904,39.71451871092405]]]}"
-27074+8830,2,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.60494001125963,39.65612821745628],[-121.60044843483904,39.65612821745628],[-121.60044843483904,39.665111370297474],[-121.60494001125963,39.665111370297474],[-121.60494001125963,39.65612821745628]]]}"
-27074+8838,2,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.60943158768023,39.696552405241654],[-121.60044843483904,39.696552405241654],[-121.60044843483904,39.70104398166225],[-121.60943158768023,39.70104398166225],[-121.60943158768023,39.696552405241654]]]}"
-27074+8840,2,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.60943158768023,39.70553555808285],[-121.60044843483904,39.70553555808285],[-121.60044843483904,39.71002713450345],[-121.60943158768023,39.71002713450345],[-121.60943158768023,39.70553555808285]]]}"
-27075+8830,1,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.60943158768023,39.660619793876876],[-121.60494001125963,39.660619793876876],[-121.60494001125963,39.665111370297474],[-121.60943158768023,39.665111370297474],[-121.60943158768023,39.660619793876876]]]}"
-27075+8835,6,320,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.60494001125963,39.665111370297474],[-121.60044843483904,39.665111370297474],[-121.60044843483904,39.66960294671807],[-121.60494001125963,39.66960294671807],[-121.60494001125963,39.665111370297474]]],[[[-121.60494001125963,39.67858609955927],[-121.60494001125963,39.687569252400465],[-121.60943158768023,39.687569252400465],[-121.60943158768023,39.68307767597987],[-121.61392316410083,39.68307767597987],[-121.61392316410083,39.67858609955927],[-121.60494001125963,39.67858609955927]]],[[[-121.60943158768023,39.66960294671807],[-121.60494001125963,39.66960294671807],[-121.60494001125963,39.67409452313867],[-121.60943158768023,39.67409452313867],[-121.60943158768023,39.66960294671807]]],[[[-121.60494001125963,39.67409452313867],[-121.60044843483904,39.67409452313867],[-121.60044843483904,39.67858609955927],[-121.60494001125963,39.67858609955927],[-121.60494001125963,39.67409452313867]]]]}"
-27075+8846,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.60943158768023,39.73248501660644],[-121.60494001125963,39.73248501660644],[-121.60494001125963,39.73697659302704],[-121.60943158768023,39.73697659302704],[-121.60943158768023,39.73248501660644]]]}"
-27076+8840,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.61392316410083,39.70553555808285],[-121.60943158768023,39.70553555808285],[-121.60943158768023,39.71002713450345],[-121.61392316410083,39.71002713450345],[-121.61392316410083,39.70553555808285]]]}"
-27076+8846,2,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.61841474052142,39.73248501660644],[-121.60943158768023,39.73248501660644],[-121.60943158768023,39.73697659302704],[-121.61841474052142,39.73697659302704],[-121.61841474052142,39.73248501660644]]]}"
-27076+8850,2,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.61841474052142,39.750451322288825],[-121.60943158768023,39.750451322288825],[-121.60943158768023,39.75494289870942],[-121.61841474052142,39.75494289870942],[-121.61841474052142,39.750451322288825]]]}"
-27076+8863,2,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.61841474052142,39.808841815756594],[-121.60943158768023,39.808841815756594],[-121.60943158768023,39.81333339217719],[-121.61841474052142,39.81333339217719],[-121.61841474052142,39.808841815756594]]]}"
-27077+8830,1,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.61841474052142,39.660619793876876],[-121.61392316410083,39.660619793876876],[-121.61392316410083,39.665111370297474],[-121.61841474052142,39.665111370297474],[-121.61841474052142,39.660619793876876]]]}"
-27077+8831,1,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.61841474052142,39.665111370297474],[-121.61392316410083,39.665111370297474],[-121.61392316410083,39.66960294671807],[-121.61841474052142,39.66960294671807],[-121.61841474052142,39.665111370297474]]]}"
-27077+8834,4,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.61841474052142,39.68307767597987],[-121.61841474052142,39.67409452313867],[-121.60494001125963,39.67409452313867],[-121.60494001125963,39.67858609955927],[-121.61392316410083,39.67858609955927],[-121.61392316410083,39.68307767597987],[-121.61841474052142,39.68307767597987]]]}"
-27077+8836,5,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.61841474052142,39.692060828821056],[-121.61841474052142,39.687569252400465],[-121.62290631694202,39.687569252400465],[-121.62290631694202,39.67858609955927],[-121.61841474052142,39.67858609955927],[-121.61841474052142,39.68307767597987],[-121.60943158768023,39.68307767597987],[-121.60943158768023,39.687569252400465],[-121.61392316410083,39.687569252400465],[-121.61392316410083,39.692060828821056],[-121.61841474052142,39.692060828821056]]]}"
-27077+8851,1,311,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.61841474052142,39.75494289870942],[-121.61392316410083,39.75494289870942],[-121.61392316410083,39.75943447513002],[-121.61841474052142,39.75943447513002],[-121.61841474052142,39.75494289870942]]]}"
-27078+8825,1,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.62290631694202,39.638161911773885],[-121.61841474052142,39.638161911773885],[-121.61841474052142,39.64265348819448],[-121.62290631694202,39.64265348819448],[-121.62290631694202,39.638161911773885]]]}"
-27078+8827,6,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.63638104620381,39.65163664103568],[-121.63638104620381,39.64714506461508],[-121.63188946978322,39.64714506461508],[-121.63188946978322,39.64265348819448],[-121.62290631694202,39.64265348819448],[-121.62290631694202,39.64714506461508],[-121.61841474052142,39.64714506461508],[-121.61841474052142,39.65163664103568],[-121.63638104620381,39.65163664103568]]]}"
-27078+8829,4,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.62290631694202,39.660619793876876],[-121.62290631694202,39.65163664103568],[-121.60943158768023,39.65163664103568],[-121.60943158768023,39.65612821745628],[-121.61841474052142,39.65612821745628],[-121.61841474052142,39.660619793876876],[-121.62290631694202,39.660619793876876]]]}"
-27078+8833,9,315,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.61841474052143,39.67409452313867],[-121.61841474052143,39.66960294671807],[-121.61392316410083,39.66960294671807],[-121.61392316410083,39.660619793876876],[-121.61841474052143,39.660619793876876],[-121.61841474052143,39.65612821745628],[-121.60494001125963,39.65612821745628],[-121.60494001125963,39.660619793876876],[-121.60943158768023,39.660619793876876],[-121.60943158768023,39.665111370297474],[-121.60494001125963,39.665111370297474],[-121.60494001125963,39.66960294671807],[-121.60943158768023,39.66960294671807],[-121.60943158768023,39.67409452313867],[-121.61841474052143,39.67409452313867]]],[[[-121.62290631694202,39.67409452313867],[-121.61841474052143,39.67409452313867],[-121.61841474052143,39.67858609955927],[-121.62290631694202,39.67858609955927],[-121.62290631694202,39.67409452313867]]]]}"
-27078+8838,8,316,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.62739789336261,39.68307767597987],[-121.62290631694202,39.68307767597987],[-121.62290631694202,39.687569252400465],[-121.62739789336261,39.687569252400465],[-121.62739789336261,39.68307767597987]]],[[[-121.62290631694202,39.696552405241654],[-121.61841474052143,39.696552405241654],[-121.61841474052143,39.70104398166225],[-121.62290631694202,39.70104398166225],[-121.62290631694202,39.696552405241654]]],[[[-121.60494001125963,39.68307767597987],[-121.60044843483904,39.68307767597987],[-121.60044843483904,39.687569252400465],[-121.60494001125963,39.687569252400465],[-121.60494001125963,39.68307767597987]]],[[[-121.62290631694202,39.687569252400465],[-121.61841474052143,39.687569252400465],[-121.61841474052143,39.692060828821056],[-121.62290631694202,39.692060828821056],[-121.62290631694202,39.687569252400465]]],[[[-121.61841474052143,39.692060828821056],[-121.61392316410083,39.692060828821056],[-121.61392316410083,39.687569252400465],[-121.60494001125963,39.687569252400465],[-121.60494001125963,39.692060828821056],[-121.60943158768023,39.692060828821056],[-121.60943158768023,39.696552405241654],[-121.61841474052143,39.696552405241654],[-121.61841474052143,39.692060828821056]]]]}"
-27078+8850,2,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.62739789336261,39.750451322288825],[-121.61841474052142,39.750451322288825],[-121.61841474052142,39.75494289870942],[-121.62739789336261,39.75494289870942],[-121.62739789336261,39.750451322288825]]]}"
-27078+8856,2,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.62739789336261,39.777400780812414],[-121.61841474052142,39.777400780812414],[-121.61841474052142,39.78189235723301],[-121.62739789336261,39.78189235723301],[-121.62739789336261,39.777400780812414]]]}"
-27079+8825,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.62739789336261,39.638161911773885],[-121.62290631694202,39.638161911773885],[-121.62290631694202,39.64265348819448],[-121.62739789336261,39.64265348819448],[-121.62739789336261,39.638161911773885]]]}"
-27079+8828,2,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.63188946978322,39.65163664103568],[-121.62290631694202,39.65163664103568],[-121.62290631694202,39.65612821745628],[-121.63188946978322,39.65612821745628],[-121.63188946978322,39.65163664103568]]]}"
-27079+8838,1,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.62739789336261,39.696552405241654],[-121.62290631694202,39.696552405241654],[-121.62290631694202,39.70104398166225],[-121.62739789336261,39.70104398166225],[-121.62739789336261,39.696552405241654]]]}"
-27079+8840,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.62739789336261,39.70553555808285],[-121.62290631694202,39.70553555808285],[-121.62290631694202,39.71002713450345],[-121.62739789336261,39.71002713450345],[-121.62739789336261,39.70553555808285]]]}"
-27079+8852,5,320,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.62739789336261,39.76392605155062],[-121.62739789336261,39.75943447513002],[-121.63638104620381,39.75943447513002],[-121.63638104620381,39.750451322288825],[-121.63188946978322,39.750451322288825],[-121.63188946978322,39.75494289870942],[-121.62290631694202,39.75494289870942],[-121.62290631694202,39.76392605155062],[-121.62739789336261,39.76392605155062]]]}"
-27079+8853,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.62739789336261,39.76392605155062],[-121.62290631694202,39.76392605155062],[-121.62290631694202,39.76841762797122],[-121.62739789336261,39.76841762797122],[-121.62739789336261,39.76392605155062]]]}"
-27079+8859,2,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.63188946978322,39.79087551007421],[-121.62290631694202,39.79087551007421],[-121.62290631694202,39.79536708649481],[-121.63188946978322,39.79536708649481],[-121.63188946978322,39.79087551007421]]]}"
-27080+8824,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.63188946978322,39.63367033535329],[-121.62739789336261,39.63367033535329],[-121.62739789336261,39.638161911773885],[-121.63188946978322,39.638161911773885],[-121.63188946978322,39.63367033535329]]]}"
-27080+8825,3,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.64087262262441,39.638161911773885],[-121.62739789336261,39.638161911773885],[-121.62739789336261,39.64265348819448],[-121.64087262262441,39.64265348819448],[-121.64087262262441,39.638161911773885]]]}"
-27080+8841,4,314,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.63638104620381,39.70553555808285],[-121.62739789336261,39.70553555808285],[-121.62739789336261,39.71451871092405],[-121.63188946978322,39.71451871092405],[-121.63188946978322,39.71002713450345],[-121.63638104620381,39.71002713450345],[-121.63638104620381,39.70553555808285]]],[[[-121.64087262262441,39.70104398166225],[-121.63638104620381,39.70104398166225],[-121.63638104620381,39.70553555808285],[-121.64087262262441,39.70553555808285],[-121.64087262262441,39.70104398166225]]]]}"
-27080+8852,1,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.63188946978322,39.75943447513002],[-121.62739789336261,39.75943447513002],[-121.62739789336261,39.76392605155062],[-121.63188946978322,39.76392605155062],[-121.63188946978322,39.75943447513002]]]}"
-27080+8861,1,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.63188946978322,39.799858662915405],[-121.62739789336261,39.799858662915405],[-121.62739789336261,39.804350239335996],[-121.63188946978322,39.804350239335996],[-121.63188946978322,39.799858662915405]]]}"
-27081+8824,1,316,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.63638104620381,39.63367033535329],[-121.63188946978322,39.63367033535329],[-121.63188946978322,39.638161911773885],[-121.63638104620381,39.638161911773885],[-121.63638104620381,39.63367033535329]]]}"
-27081+8826,1,314,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.63638104620381,39.64265348819448],[-121.63188946978322,39.64265348819448],[-121.63188946978322,39.64714506461508],[-121.63638104620381,39.64714506461508],[-121.63638104620381,39.64265348819448]]]}"
-27081+8831,3,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.64087262262441,39.66960294671807],[-121.64087262262441,39.660619793876876],[-121.63638104620381,39.660619793876876],[-121.63638104620381,39.665111370297474],[-121.63188946978322,39.665111370297474],[-121.63188946978322,39.66960294671807],[-121.64087262262441,39.66960294671807]]]}"
-27081+8833,2,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.64087262262441,39.67409452313867],[-121.63188946978322,39.67409452313867],[-121.63188946978322,39.67858609955927],[-121.64087262262441,39.67858609955927],[-121.64087262262441,39.67409452313867]]]}"
-27081+8835,1,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.63638104620381,39.68307767597987],[-121.63188946978322,39.68307767597987],[-121.63188946978322,39.687569252400465],[-121.63638104620381,39.687569252400465],[-121.63638104620381,39.68307767597987]]]}"
-27081+8837,1,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.63638104620381,39.692060828821056],[-121.63188946978322,39.692060828821056],[-121.63188946978322,39.696552405241654],[-121.63638104620381,39.696552405241654],[-121.63638104620381,39.692060828821056]]]}"
-27081+8841,1,313,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.63638104620381,39.71002713450345],[-121.63188946978322,39.71002713450345],[-121.63188946978322,39.71451871092405],[-121.63638104620381,39.71451871092405],[-121.63638104620381,39.71002713450345]]]}"
-27081+8852,2,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.64087262262441,39.75943447513002],[-121.63188946978322,39.75943447513002],[-121.63188946978322,39.76392605155062],[-121.64087262262441,39.76392605155062],[-121.64087262262441,39.75943447513002]]]}"
-27081+8860,4,317,"{""geodesic"":false,""type"":""MultiPolygon"",""coordinates"":[[[[-121.64087262262441,39.79087551007421],[-121.63188946978322,39.79087551007421],[-121.63188946978322,39.799858662915405],[-121.63638104620381,39.799858662915405],[-121.63638104620381,39.79536708649481],[-121.64087262262441,39.79536708649481],[-121.64087262262441,39.79087551007421]]],[[[-121.645364199045,39.78638393365361],[-121.64087262262441,39.78638393365361],[-121.64087262262441,39.79087551007421],[-121.645364199045,39.79087551007421],[-121.645364199045,39.78638393365361]]]]}"
-27081+8862,1,321,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.63638104620381,39.804350239335996],[-121.63188946978322,39.804350239335996],[-121.63188946978322,39.808841815756594],[-121.63638104620381,39.808841815756594],[-121.63638104620381,39.804350239335996]]]}"
-27081+8863,1,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.63638104620381,39.808841815756594],[-121.63188946978322,39.808841815756594],[-121.63188946978322,39.81333339217719],[-121.63638104620381,39.81333339217719],[-121.63638104620381,39.808841815756594]]]}"
-27082+8826,1,315,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.64087262262441,39.64265348819448],[-121.63638104620381,39.64265348819448],[-121.63638104620381,39.64714506461508],[-121.64087262262441,39.64714506461508],[-121.64087262262441,39.64265348819448]]]}"
-27082+8860,1,312,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.64087262262441,39.79536708649481],[-121.63638104620381,39.79536708649481],[-121.63638104620381,39.799858662915405],[-121.64087262262441,39.799858662915405],[-121.64087262262441,39.79536708649481]]]}"
-27082+8862,1,317,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.64087262262441,39.804350239335996],[-121.63638104620381,39.804350239335996],[-121.63638104620381,39.808841815756594],[-121.64087262262441,39.808841815756594],[-121.64087262262441,39.804350239335996]]]}"
-27082+8863,2,319,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.645364199045,39.808841815756594],[-121.63638104620381,39.808841815756594],[-121.63638104620381,39.81333339217719],[-121.645364199045,39.81333339217719],[-121.645364199045,39.808841815756594]]]}"
