element_type,osmid,name,tourism,geometry,start_date,nodes,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,air_conditioning,brand,brand:wikidata,building,designation,phone,shop,toilets,website,wheelchair,amenity,operator,self_service,cuisine,official_name,healthcare,addr:country,email,layer,source,brand:wikipedia,alt_name,drive_through,opening_hours,ref,takeaway,atm,internet_access,building:levels,wikidata,addr:unit,ele,gnis:feature_id,denomination,religion,historic,tomb,townhall:type,access,toilets:disposal,unisex,description,operator:type,office,craft,leisure,note,telecom,check_date,social_centre:for,architect,level,healthcare:counselling,operator:wikidata,operator:website,operator:wikipedia,building:part,shelter_type,bench,generator:method,generator:output:electricity,generator:source,generator:type,power,ways,type
way,965984381,,,"POLYGON ((-121.424404 37.740498, -121.424404 37.740627, -121.424506 37.740627, -121.424506 37.740498, -121.424404 37.740498))",,"[8936378333, 8936378334, 8936378335, 8936378336, 8936378333]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,965984382,,,"POLYGON ((-121.424544 37.74061, -121.42468 37.74061, -121.42468 37.740502, -121.424544 37.740502, -121.424544 37.74061))",,"[8936378337, 8936378338, 8936378339, 8936378340, 8936378337]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,965984383,,,"POLYGON ((-121.424949 37.740844, -121.42511 37.740844, -121.42511 37.740748, -121.424949 37.740748, -121.424949 37.740844))",,"[8936378341, 8936378342, 8936378343, 8936378344, 8936378341]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,965984384,,,"POLYGON ((-121.425155 37.740888, -121.424957 37.740888, -121.424957 37.740988, -121.425155 37.740988, -121.425155 37.740888))",,"[8936378345, 8936378346, 8936378347, 8936378348, 8936378345]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,965984385,,,"POLYGON ((-121.42516 37.741128, -121.42516 37.741005, -121.424957 37.741005, -121.424957 37.741128, -121.42516 37.741128))",,"[8936378349, 8936378350, 8936378351, 8936378352, 8936378349]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,965984386,,,"POLYGON ((-121.4257021 37.7408616, -121.425701 37.7407344, -121.4255081 37.7407355, -121.4255092 37.7408627, -121.4257021 37.7408616))",,"[8936378353, 8936378354, 8936378355, 8936378356, 8936378353]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,965984387,,,"POLYGON ((-121.425305 37.7408488, -121.4253051 37.7407584, -121.4251751 37.7407583, -121.425175 37.7408193, -121.4251253 37.7408193, -121.4251252 37.7408642, -121.425188 37.7408643, -121.425188 37.7408487, -121.425305 37.7408488))",,"[8936378357, 8936378358, 8936378359, 8936378360, 8936378361, 8936378362, 8936378363, 8936378364, 8936378357]",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048059,,,"POLYGON ((-121.43296 37.7537, -121.432783 37.7537, -121.432783 37.753796, -121.432842 37.753796, -121.432842 37.753821, -121.43296 37.753821, -121.43296 37.7537))",,"[8946828150, 8946828151, 8946828152, 8946828153, 8946828154, 8946828155, 8946828150]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048060,,,"POLYGON ((-121.432824 37.753637, -121.43296 37.753637, -121.43296 37.753518, -121.432824 37.753518, -121.432824 37.753637))",,"[8946828156, 8946828157, 8946828158, 8946828159, 8946828156]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048061,,,"POLYGON ((-121.432467 37.75366, -121.432604 37.75366, -121.432604 37.753562, -121.432427 37.753562, -121.432427 37.753618, -121.432467 37.753618, -121.432467 37.75366))",,"[8946828160, 8946828161, 8946828162, 8946828163, 8946828164, 8946828165, 8946828160]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048062,,,"POLYGON ((-121.432955 37.75338, -121.432786 37.75338, -121.432786 37.753499, -121.432955 37.753499, -121.432955 37.75338))",,"[8946828166, 8946828167, 8946828168, 8946828169, 8946828166]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048063,,,"POLYGON ((-121.432955 37.753249, -121.432802 37.753249, -121.432802 37.753355, -121.432955 37.753355, -121.432955 37.753249))",,"[8946828170, 8946828171, 8946828172, 8946828173, 8946828170]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048064,,,"POLYGON ((-121.432593 37.753156, -121.432592 37.753023, -121.432421 37.753023, -121.432421 37.753156, -121.432593 37.753156))",,"[8946828175, 8946828176, 8946828177, 8946828178, 8946828175]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048065,,,"POLYGON ((-121.432239 37.75316, -121.432394 37.75316, -121.432394 37.753028, -121.432239 37.753028, -121.432239 37.75316))",,"[8946828179, 8946828180, 8946828181, 8946828182, 8946828179]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048066,,,"POLYGON ((-121.432199 37.753037, -121.432043 37.753037, -121.432043 37.75316, -121.432199 37.75316, -121.432199 37.753037))",,"[8946828183, 8946828184, 8946828185, 8946828186, 8946828183]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048067,,,"POLYGON ((-121.431646 37.753162, -121.431804 37.753162, -121.431804 37.753039, -121.431646 37.753039, -121.431646 37.753162))",,"[8946828187, 8946828188, 8946828189, 8946828190, 8946828187]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048068,,,"POLYGON ((-121.432005 37.753027, -121.431881 37.753028, -121.431882 37.753045, -121.431833 37.753045, -121.431835 37.753164, -121.432006 37.753163, -121.432005 37.753027))",,"[8946828191, 8946828192, 8946828193, 8946828194, 8946828195, 8946828196, 8946828191]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048069,,,"POLYGON ((-121.43145 37.753162, -121.431606 37.753162, -121.431606 37.753034, -121.43145 37.753034, -121.43145 37.753162))",,"[8946828197, 8946828198, 8946828199, 8946828200, 8946828197]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048070,,,"POLYGON ((-121.431254 37.753028, -121.431254 37.753134, -121.431402 37.753134, -121.431402 37.753028, -121.431254 37.753028))",,"[8946828201, 8946828202, 8946828203, 8946828204, 8946828201]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048071,,,"POLYGON ((-121.431045 37.753029, -121.431043 37.753216, -121.431152 37.753216, -121.431153 37.753089, -121.431219 37.753089, -121.431219 37.75303, -121.431045 37.753029))",,"[8946828205, 8946828206, 8946828207, 8946828208, 8946828209, 8946828210, 8946828205]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048072,,,"POLYGON ((-121.43086 37.753162, -121.431005 37.753162, -121.431005 37.753037, -121.43086 37.753037, -121.43086 37.753162))",,"[8946828211, 8946828212, 8946828213, 8946828214, 8946828211]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048073,,,"POLYGON ((-121.430648 37.753168, -121.430825 37.753168, -121.430825 37.753037, -121.430648 37.753037, -121.430648 37.753168))",,"[8946828215, 8946828216, 8946839717, 8946839718, 8946828215]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048074,,,"POLYGON ((-121.430466 37.753022, -121.430466 37.753164, -121.430616 37.753164, -121.430616 37.753022, -121.430466 37.753022))",,"[8946839719, 8946839720, 8946839721, 8946839722, 8946839719]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048075,,,"POLYGON ((-121.430417 37.753078, -121.43038 37.753078, -121.43038 37.753029, -121.430271 37.753029, -121.43027 37.753139, -121.430417 37.75314, -121.430417 37.753078))",,"[8946839723, 8946839724, 8946839725, 8946839726, 8946839727, 8946839728, 8946839723]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048076,,,"POLYGON ((-121.430231 37.75316, -121.430231 37.753029, -121.430056 37.753029, -121.430056 37.753159, -121.430231 37.75316))",,"[8946839729, 8946839730, 8946839731, 8946839732, 8946839729]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048079,,,"POLYGON ((-121.42953 37.753736, -121.42953 37.753791, -121.429782 37.753791, -121.429782 37.753736, -121.42953 37.753736))",,"[8946839748, 8946839749, 8946839750, 8946839751, 8946839748]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048080,,,"POLYGON ((-121.429516 37.753664, -121.429769 37.753664, -121.429769 37.753567, -121.429516 37.753567, -121.429516 37.753664))",,"[8946839752, 8946839753, 8946839754, 8946839755, 8946839752]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048081,,,"POLYGON ((-121.429742 37.75345, -121.429742 37.753365, -121.429546 37.753365, -121.429546 37.75345, -121.429742 37.75345))",,"[8946839756, 8946839757, 8946839758, 8946839759, 8946839756]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048082,,,"POLYGON ((-121.42976 37.753459, -121.429541 37.753459, -121.429541 37.753548, -121.42976 37.753548, -121.42976 37.753459))",,"[8946839760, 8946839761, 8946839762, 8946839763, 8946839760]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048084,,,"POLYGON ((-121.429667 37.753038, -121.429669 37.753166, -121.429806 37.753165, -121.429804 37.753037, -121.429667 37.753038))",,"[8946839770, 8946839771, 8946839772, 8946839773, 8946839770]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048085,,,"POLYGON ((-121.429473 37.753166, -121.429618 37.753166, -121.429618 37.753039, -121.429473 37.753039, -121.429473 37.753166))",,"[8946839774, 8946839775, 8946839776, 8946839777, 8946839774]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048086,,,"POLYGON ((-121.429428 37.753172, -121.429428 37.753039, -121.429278 37.753039, -121.429278 37.753172, -121.429428 37.753172))",,"[8946839778, 8946839779, 8946839780, 8946839781, 8946839778]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048087,,,"POLYGON ((-121.429235 37.753045, -121.42909 37.753045, -121.42909 37.753168, -121.429235 37.753168, -121.429235 37.753045))",,"[8946839782, 8946839783, 8946839784, 8946839785, 8946839782]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048088,,,"POLYGON ((-121.428897 37.753034, -121.428897 37.753149, -121.429052 37.753149, -121.429052 37.753034, -121.428897 37.753034))",,"[8946839786, 8946839787, 8946839788, 8946839789, 8946839786]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048089,,,"POLYGON ((-121.428862 37.753034, -121.428712 37.753034, -121.428712 37.753179, -121.428862 37.753179, -121.428862 37.753034))",,"[8946839790, 8946839791, 8946839792, 8946839793, 8946839790]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048090,,,"POLYGON ((-121.428334 37.753168, -121.428481 37.753168, -121.428481 37.753037, -121.428334 37.753037, -121.428334 37.753168))",,"[8946839794, 8946839795, 8946839796, 8946839797, 8946839794]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048091,,,"POLYGON ((-121.428666 37.753034, -121.428521 37.753034, -121.428521 37.753162, -121.428666 37.753162, -121.428666 37.753034))",,"[8946839798, 8946839799, 8946839800, 8946839801, 8946839798]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048092,,,"POLYGON ((-121.428291 37.753147, -121.428291 37.753034, -121.428146 37.753034, -121.428146 37.753147, -121.428291 37.753147))",,"[8946839802, 8946839803, 8946839804, 8946839805, 8946839802]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048093,,,"POLYGON ((-121.427953 37.753041, -121.427953 37.753181, -121.4281 37.753181, -121.4281 37.753041, -121.427953 37.753041))",,"[8946839806, 8946839807, 8946839808, 8946839809, 8946839806]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048094,,,"POLYGON ((-121.427572 37.753187, -121.427727 37.753187, -121.427727 37.753092, -121.42767 37.753092, -121.42767 37.753034, -121.427572 37.753034, -121.427572 37.753187))",,"[8946839810, 8946839811, 8946839812, 8946839813, 8946839814, 8946839815, 8946839810]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048095,,,"POLYGON ((-121.427607 37.753456, -121.427475 37.753456, -121.427475 37.75362, -121.427607 37.75362, -121.427607 37.753456))",,"[8946839816, 8946839817, 8946839818, 8946839819, 8946839816]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048096,,,"POLYGON ((-121.427293 37.753618, -121.427414 37.753618, -121.427414 37.753541, -121.427293 37.753541, -121.427293 37.753618))",,"[8946839820, 8946839821, 8946839822, 8946839823, 8946839820]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048097,,,"POLYGON ((-121.427437 37.753429, -121.427437 37.753321, -121.427289 37.753321, -121.427289 37.753358, -121.427193 37.753358, -121.427193 37.753521, -121.427297 37.753521, -121.427297 37.753429, -121.427437 37.753429))",,"[8946839824, 8946839825, 8946839826, 8946839827, 8946839828, 8946839829, 8946839830, 8946839831, 8946839824]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048098,,,"POLYGON ((-121.427497 37.753427, -121.427674 37.753427, -121.427674 37.753312, -121.427497 37.753312, -121.427497 37.753427))",,"[8946839832, 8946839833, 8946839834, 8946839835, 8946839832]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048101,,,"POLYGON ((-121.425005 37.753798, -121.425005 37.753586, -121.4249 37.753586, -121.4249 37.753798, -121.425005 37.753798))",,"[8946839847, 8946839848, 8946839849, 8946839850, 8946839847]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048102,,,"POLYGON ((-121.4256828 37.7538243, -121.425479 37.7538228, -121.4254802 37.753713, -121.425684 37.7537145, -121.4256828 37.7538243))",,"[8946839851, 8946839852, 8946839853, 8946839854, 8946839851]",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048110,,,"POLYGON ((-121.4261501 37.7538062, -121.4260276 37.753805, -121.426029 37.7537129, -121.4261515 37.7537141, -121.4261501 37.7538062))",,"[8946839895, 8946839896, 8946839897, 8946839898, 8946839895]",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048111,,,"POLYGON ((-121.426317 37.7537534, -121.4263164 37.7536894, -121.4262355 37.7536898, -121.426236 37.7537538, -121.426317 37.7537534))",,"[8946839899, 8946839900, 8946839901, 8946839902, 8946839899]",,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048113,,,"POLYGON ((-121.425498 37.753345, -121.425523 37.753345, -121.425523 37.753389, -121.425657 37.753389, -121.425657 37.753308, -121.425498 37.753308, -121.425498 37.753345))",,"[8946839907, 8946839908, 8946839909, 8946839910, 8946839911, 8946839912, 8946839907]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048339,,,"POLYGON ((-121.42754 37.753217, -121.42754 37.753098, -121.427459 37.753098, -121.427459 37.753039, -121.427389 37.753039, -121.427389 37.753189, -121.42747 37.753189, -121.42747 37.753217, -121.42754 37.753217))",,"[8946802614, 8946802615, 8946802616, 8946842417, 8946842418, 8946842419, 8946842420, 8946842421, 8946802614]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048340,,,"POLYGON ((-121.427194 37.753094, -121.427194 37.753187, -121.427245 37.753187, -121.427245 37.75321, -121.427346 37.75321, -121.427346 37.753043, -121.427274 37.753043, -121.427274 37.753094, -121.427194 37.753094))",,"[8946842422, 8946842423, 8946842424, 8946842425, 8946842426, 8946842427, 8946842428, 8946842429, 8946842422]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048341,,,"POLYGON ((-121.427145 37.753202, -121.427145 37.753081, -121.427025 37.753081, -121.427025 37.753138, -121.42696 37.753138, -121.42696 37.753202, -121.427145 37.753202))",,"[8946842430, 8946842431, 8946842432, 8946842433, 8946842434, 8946842435, 8946842430]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048342,,,"POLYGON ((-121.426948 37.753046, -121.426903 37.75301, -121.426848 37.753053, -121.426803 37.753018, -121.426703 37.753098, -121.426793 37.753169, -121.426948 37.753046))",,"[8946842436, 8946842437, 8946842438, 8946842439, 8946842440, 8946842441, 8946842436]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048343,,,"POLYGON ((-121.426874 37.752899, -121.426797 37.752899, -121.426797 37.752837, -121.426687 37.752837, -121.426687 37.752962, -121.426874 37.752962, -121.426874 37.752899))",,"[8946842442, 8946842443, 8946842444, 8946842445, 8946842446, 8946842447, 8946842442]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048344,,,"POLYGON ((-121.426935 37.75271, -121.426821 37.752638, -121.426743 37.752715, -121.426921 37.752827, -121.42696 37.752788, -121.426897 37.752748, -121.426935 37.75271))",,"[8946842448, 8946842449, 8946842450, 8946842451, 8946842452, 8946842453, 8946842448]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048345,,,"POLYGON ((-121.426958 37.752706, -121.427025 37.752707, -121.427024 37.752762, -121.427142 37.752764, -121.427144 37.752643, -121.426959 37.75264, -121.426958 37.752706))",,"[8946842454, 8946842455, 8946842456, 8946842457, 8946842458, 8946842459, 8946842454]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048346,,,"POLYGON ((-121.427338 37.752655, -121.427186 37.752655, -121.427186 37.752795, -121.427261 37.752795, -121.427261 37.752746, -121.427338 37.752746, -121.427338 37.752655))",,"[8946842460, 8946842461, 8946842462, 8946842463, 8946842464, 8946842465, 8946842460]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048347,,,"POLYGON ((-121.427534 37.752653, -121.427381 37.752653, -121.427381 37.752746, -121.427459 37.752746, -121.427459 37.752801, -121.427534 37.752801, -121.427534 37.752653))",,"[8946842466, 8946842467, 8946842468, 8946842469, 8946842470, 8946842471, 8946842466]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048348,,,"POLYGON ((-121.427722 37.752649, -121.427565 37.752651, -121.427568 37.752801, -121.427642 37.7528, -121.427641 37.752743, -121.427724 37.752742, -121.427722 37.752649))",,"[8946842472, 8946842473, 8946842474, 8946842475, 8946842476, 8946842477, 8946842472]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048349,,,"POLYGON ((-121.426629 37.750373, -121.426063 37.750373, -121.426064 37.750536, -121.42663 37.750536, -121.426629 37.750373))",,"[8946842478, 8946842479, 8946842480, 8946842481, 8946842478]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048350,,,"POLYGON ((-121.427211 37.750734, -121.427207 37.750633, -121.427102 37.750635, -121.427104 37.750667, -121.427063 37.750668, -121.427062 37.750632, -121.426968 37.750634, -121.426972 37.75074, -121.427211 37.750734))",,"[8946842482, 8946842483, 8946842484, 8946842485, 8946842486, 8946842487, 8946842488, 8946842489, 8946842482]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048351,,,"POLYGON ((-121.427475 37.750725, -121.427475 37.750632, -121.427263 37.750632, -121.427263 37.750725, -121.427475 37.750725))",,"[8946842490, 8946842491, 8946842492, 8946842493, 8946842490]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048352,,,"POLYGON ((-121.42753 37.750699, -121.427698 37.750699, -121.427698 37.750617, -121.42753 37.750617, -121.42753 37.750699))",,"[8946842494, 8946842495, 8946842496, 8946842497, 8946842494]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048353,,,"POLYGON ((-121.427207 37.751467, -121.427709 37.751469, -121.42771 37.751141, -121.427525 37.75114, -121.427524 37.751362, -121.427208 37.751361, -121.427207 37.751467))",,"[8946842498, 8946842499, 8946842500, 8946842501, 8946842502, 8946842503, 8946842498]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048354,,,"POLYGON ((-121.427507 37.751276, -121.427507 37.751143, -121.427376 37.751143, -121.427376 37.751276, -121.427507 37.751276))",,"[8946842504, 8946842505, 8946842506, 8946842507, 8946842504]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967048355,,,"POLYGON ((-121.427161 37.75197, -121.427161 37.752116, -121.427304 37.752116, -121.427304 37.75197, -121.427161 37.75197))",,"[8946842509, 8946842510, 8946842511, 8946842512, 8946842509]",,,,,,,,,yes,,,,,,,,,,,,,,,,microsoft/BuildingFootprints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
